,15251
2014-11-12,13
2014-11-13,9
2014-11-14,21
2014-11-17,5
2014-11-18,18
2014-11-19,8
2014-11-20,19
2014-11-21,14
2014-11-24,11
2014-11-25,19
2014-11-26,18
2014-11-27,5
2014-11-28,4
2014-12-01,8
2014-12-02,11
2014-12-03,9
2014-12-04,29
2014-12-05,13
2014-12-08,8
2014-12-09,17
2014-12-10,15
2014-12-11,27
2014-12-12,7
2014-12-15,11
2014-12-16,49
2014-12-17,17
2014-12-18,24
2014-12-19,10
2014-12-22,15
2014-12-23,4
2014-12-24,5
2014-12-25,1
2014-12-29,6
2014-12-31,4
2015-01-01,2
2015-01-02,5
2015-01-05,6
2015-01-06,10
2015-01-07,11
2015-01-08,13
2015-01-09,15
2015-01-12,13
2015-01-13,13
2015-01-14,3
2015-01-15,33
2015-01-16,12
2015-01-19,8
2015-01-20,19
2015-01-21,10
2015-01-22,15
2015-01-23,11
2015-01-26,22
2015-01-27,11
2015-01-28,17
2015-01-29,36
2015-01-30,19
2015-02-02,18
2015-02-03,19
2015-02-04,16
2015-02-05,11
2015-02-06,21
2015-02-09,9
2015-02-10,13
2015-02-11,14
2015-02-12,22
2015-02-13,21
2015-02-16,8
2015-02-17,17
2015-02-18,7
2015-02-19,23
2015-02-20,9
2015-02-23,6
2015-02-24,47
2015-02-25,15
2015-02-26,29
2015-02-27,26
2015-03-02,17
2015-03-03,20
2015-03-04,11
2015-03-05,14
2015-03-06,12
2015-03-09,19
2015-03-10,17
2015-03-11,6
2015-03-12,20
2015-03-13,14
2015-03-16,6
2015-03-17,27
2015-03-18,7
2015-03-19,11
2015-03-20,9
2015-03-23,13
2015-03-24,20
2015-03-25,16
2015-03-26,22
2015-03-27,21
2015-03-30,16
2015-03-31,16
2015-04-01,21
2015-04-02,27
2015-04-03,11
2015-04-06,9
2015-04-07,43
2015-04-08,4
2015-04-09,15
2015-04-10,15
2015-04-13,5
2015-04-14,14
2015-04-15,8
2015-04-16,20
2015-04-17,14
2015-04-20,15
2015-04-21,22
2015-04-22,16
2015-04-23,23
2015-04-24,15
2015-04-27,18
2015-04-28,24
2015-04-29,17
2015-04-30,30
2015-05-01,26
2015-05-02,1
2015-05-04,17
2015-05-05,18
2015-05-06,19
2015-05-07,16
2015-05-08,19
2015-05-11,25
2015-05-12,23
2015-05-13,8
2015-05-14,20
2015-05-15,21
2015-05-18,15
2015-05-19,23
2015-05-20,12
2015-05-21,22
2015-05-22,24
2015-05-25,24
2015-05-26,34
2015-05-27,15
2015-05-28,44
2015-05-29,31
2015-05-30,1
2015-06-01,23
2015-06-02,29
2015-06-03,15
2015-06-04,37
2015-06-05,28
2015-06-07,1
2015-06-08,31
2015-06-09,25
2015-06-10,19
2015-06-11,17
2015-06-12,1
2015-06-15,3
2015-06-16,7
2015-06-17,6
2015-06-18,4
2015-06-19,2
2015-06-22,8
2015-06-23,28
2015-06-24,15
2015-06-25,38
2015-06-26,15
2015-06-29,13
2015-06-30,24
2015-07-01,18
2015-07-02,18
2015-07-03,13
2015-07-06,22
2015-07-07,27
2015-07-08,19
2015-07-09,22
2015-07-10,18
2015-07-13,18
2015-07-14,18
2015-07-15,16
2015-07-16,26
2015-07-17,30
2015-07-19,1
2015-07-20,17
2015-07-21,25
2015-07-22,29
2015-07-23,36
2015-07-24,23
2015-07-27,23
2015-07-28,23
2015-07-29,27
2015-07-30,20
2015-07-31,21
2015-08-03,25
2015-08-04,22
2015-08-05,17
2015-08-06,13
2015-08-07,10
2015-08-10,16
2015-08-11,25
2015-08-12,13
2015-08-13,20
2015-08-14,22
2015-08-17,13
2015-08-18,25
2015-08-19,12
2015-08-20,42
2015-08-21,29
2015-08-24,19
2015-08-25,25
2015-08-26,10
2015-08-27,22
2015-08-28,17
2015-08-31,20
2015-09-01,30
2015-09-02,18
2015-09-03,21
2015-09-04,12
2015-09-07,9
2015-09-08,18
2015-09-09,12
2015-09-10,15
2015-09-11,16
2015-09-14,10
2015-09-15,28
2015-09-16,13
2015-09-17,18
2015-09-18,17
2015-09-21,13
2015-09-22,18
2015-09-23,25
2015-09-24,21
2015-09-25,23
2015-09-28,11
2015-09-29,36
2015-09-30,30
2015-10-01,22
2015-10-02,16
2015-10-05,11
2015-10-06,17
2015-10-07,19
2015-10-08,15
2015-10-09,17
2015-10-12,25
2015-10-13,23
2015-10-14,24
2015-10-15,22
2015-10-16,26
2015-10-19,17
2015-10-20,27
2015-10-21,25
2015-10-22,19
2015-10-23,28
2015-10-24,1
2015-10-26,13
2015-10-27,27
2015-10-28,20
2015-10-29,61
2015-10-30,22
2015-10-31,1
2015-11-01,1
2015-11-02,29
2015-11-03,22
2015-11-04,23
2015-11-05,43
2015-11-06,25
2015-11-09,25
2015-11-10,19
2015-11-11,12
2015-11-12,18
2015-11-13,18
2015-11-16,20
2015-11-17,16
2015-11-18,17
2015-11-19,24
2015-11-20,28
2015-11-23,17
2015-11-24,23
2015-11-25,3
2015-11-26,4
2015-11-27,4
2015-11-30,12
2015-12-01,30
2015-12-02,20
2015-12-03,37
2015-12-04,27
2015-12-05,2
2015-12-06,1
2015-12-07,37
2015-12-08,23
2015-12-09,26
2015-12-10,31
2015-12-11,19
2015-12-14,14
2015-12-15,30
2015-12-16,14
2015-12-17,12
2015-12-18,33
2015-12-21,26
2015-12-22,25
2015-12-23,9
2015-12-24,2
2015-12-25,4
2015-12-28,4
2015-12-30,3
2015-12-31,4
2016-01-01,2
2016-01-04,7
2016-01-05,18
2016-01-06,7
2016-01-07,16
2016-01-08,41
2016-01-11,13
2016-01-12,36
2016-01-13,5
2016-01-14,17
2016-01-15,24
2016-01-18,11
2016-01-19,45
2016-01-20,16
2016-01-21,24
2016-01-22,21
2016-01-25,17
2016-01-26,28
2016-01-27,42
2016-01-28,24
2016-01-29,33
2016-02-01,19
2016-02-02,28
2016-02-03,18
2016-02-04,13
2016-02-05,3
2016-02-08,10
2016-02-09,25
2016-02-10,4
2016-02-11,18
2016-02-12,25
2016-02-15,28
2016-02-16,23
2016-02-17,14
2016-02-18,33
2016-02-19,23
2016-02-22,18
2016-02-23,25
2016-02-24,29
2016-02-25,31
2016-02-26,18
2016-02-28,1
2016-02-29,20
2016-03-01,43
2016-03-02,15
2016-03-03,28
2016-03-04,34
2016-03-06,1
2016-03-07,25
2016-03-08,30
2016-03-09,10
2016-03-10,24
2016-03-11,15
2016-03-13,1
2016-03-14,18
2016-03-15,28
2016-03-16,19
2016-03-17,20
2016-03-18,22
2016-03-19,1
2016-03-20,2
2016-03-21,21
2016-03-22,24
2016-03-23,24
2016-03-24,29
2016-03-25,25
2016-03-28,24
2016-03-29,42
2016-03-30,15
2016-03-31,26
2016-04-01,19
2016-04-02,1
2016-04-03,1
2016-04-04,29
2016-04-05,70
2016-04-06,13
2016-04-07,24
2016-04-08,22
2016-04-09,1
2016-04-10,1
2016-04-11,11
2016-04-12,20
2016-04-13,17
2016-04-14,24
2016-04-15,21
2016-04-16,1
2016-04-17,1
2016-04-18,17
2016-04-19,32
2016-04-20,43
2016-04-21,27
2016-04-22,44
2016-04-23,1
2016-04-24,1
2016-04-25,18
2016-04-26,46
2016-04-27,25
2016-04-28,35
2016-04-29,39
2016-04-30,1
2016-05-01,2
2016-05-02,12
2016-05-03,20
2016-05-04,18
2016-05-05,22
2016-05-06,22
2016-05-07,2
2016-05-08,1
2016-05-09,16
2016-05-10,25
2016-05-11,11
2016-05-12,29
2016-05-13,18
2016-05-14,2
2016-05-15,1
2016-05-16,17
2016-05-17,41
2016-05-18,14
2016-05-19,36
2016-05-20,26
2016-05-22,3
2016-05-23,13
2016-05-24,19
2016-05-25,20
2016-05-26,37
2016-05-27,38
2016-05-29,3
2016-05-30,13
2016-05-31,31
2016-06-01,30
2016-06-02,45
2016-06-03,42
2016-06-04,1
2016-06-05,1
2016-06-06,20
2016-06-07,35
2016-06-08,36
2016-06-09,42
2016-06-10,37
2016-06-11,3
2016-06-12,1
2016-06-13,21
2016-06-14,31
2016-06-15,36
2016-06-16,66
2016-06-17,36
2016-06-19,2
2016-06-20,18
2016-06-21,34
2016-06-22,30
2016-06-23,26
2016-06-24,23
2016-06-26,1
2016-06-27,10
2016-06-28,40
2016-06-29,4
2016-06-30,11
2016-07-01,14
2016-07-04,10
2016-07-05,62
2016-07-06,22
2016-07-07,34
2016-07-08,35
2016-07-09,1
2016-07-10,3
2016-07-11,28
2016-07-12,40
2016-07-13,22
2016-07-14,25
2016-07-15,24
2016-07-16,2
2016-07-17,2
2016-07-18,48
2016-07-19,37
2016-07-20,21
2016-07-21,33
2016-07-22,27
2016-07-23,2
2016-07-24,1
2016-07-25,33
2016-07-26,64
2016-07-27,18
2016-07-28,22
2016-07-29,32
2016-07-30,3
2016-07-31,3
2016-08-01,22
2016-08-02,36
2016-08-03,19
2016-08-04,33
2016-08-05,38
2016-08-06,4
2016-08-07,3
2016-08-08,30
2016-08-09,44
2016-08-10,26
2016-08-11,31
2016-08-12,16
2016-08-13,1
2016-08-14,5
2016-08-15,16
2016-08-16,29
2016-08-17,29
2016-08-18,29
2016-08-19,21
2016-08-20,4
2016-08-21,1
2016-08-22,17
2016-08-23,34
2016-08-24,25
2016-08-25,69
2016-08-26,44
2016-08-27,3
2016-08-28,3
2016-08-29,42
2016-08-30,25
2016-08-31,34
2016-09-01,40
2016-09-02,38
2016-09-03,3
2016-09-04,1
2016-09-05,22
2016-09-06,24
2016-09-07,24
2016-09-08,30
2016-09-09,35
2016-09-10,2
2016-09-11,3
2016-09-12,31
2016-09-13,31
2016-09-14,21
2016-09-15,42
2016-09-16,34
2016-09-17,2
2016-09-18,3
2016-09-19,17
2016-09-20,39
2016-09-21,22
2016-09-22,217
2016-09-23,30
2016-09-25,1
2016-09-26,24
2016-09-27,31
2016-09-28,30
2016-09-29,75
2016-09-30,38
2016-10-01,4
2016-10-02,4
2016-10-03,60
2016-10-04,47
2016-10-05,27
2016-10-06,36
2016-10-07,30
2016-10-08,1
2016-10-10,17
2016-10-11,27
2016-10-12,18
2016-10-13,40
2016-10-14,52
2016-10-15,1
2016-10-16,4
2016-10-17,29
2016-10-18,37
2016-10-19,41
2016-10-20,62
2016-10-21,40
2016-10-22,3
2016-10-23,2
2016-10-24,32
2016-10-25,67
2016-10-26,39
2016-10-27,71
2016-10-28,49
2016-10-30,2
2016-10-31,21
2016-11-01,49
2016-11-02,37
2016-11-03,93
2016-11-04,62
2016-11-05,4
2016-11-06,2
2016-11-07,25
2016-11-08,39
2016-11-09,26
2016-11-10,41
2016-11-11,34
2016-11-12,1
2016-11-13,4
2016-11-14,24
2016-11-15,63
2016-11-16,32
2016-11-17,127
2016-11-18,44
2016-11-20,1
2016-11-21,31
2016-11-22,39
2016-11-23,27
2016-11-24,20
2016-11-25,21
2016-11-26,2
2016-11-27,3
2016-11-28,33
2016-11-29,32
2016-11-30,47
2016-12-01,52
2016-12-02,31
2016-12-03,1
2016-12-04,4
2016-12-05,24
2016-12-06,35
2016-12-07,56
2016-12-08,59
2016-12-09,30
2016-12-10,3
2016-12-11,4
2016-12-12,20
2016-12-13,47
2016-12-14,41
2016-12-15,96
2016-12-16,62
2016-12-17,6
2016-12-18,5
2016-12-19,33
2016-12-20,78
2016-12-21,39
2016-12-22,39
2016-12-23,25
2016-12-24,1
2016-12-26,8
2016-12-27,22
2016-12-28,16
2016-12-29,14
2016-12-30,11
2016-12-31,1
2017-01-01,1
2017-01-02,16
2017-01-03,46
2017-01-04,21
2017-01-05,17
2017-01-06,19
2017-01-07,3
2017-01-09,13
2017-01-10,36
2017-01-11,17
2017-01-12,23
2017-01-13,36
2017-01-14,2
2017-01-16,27
2017-01-17,26
2017-01-18,17
2017-01-19,33
2017-01-20,33
2017-01-21,1
2017-01-22,4
2017-01-23,26
2017-01-24,29
2017-01-25,21
2017-01-26,41
2017-01-27,24
2017-01-28,2
2017-01-29,5
2017-01-30,35
2017-01-31,35
2017-02-01,43
2017-02-02,31
2017-02-03,29
2017-02-04,2
2017-02-05,2
2017-02-06,24
2017-02-07,26
2017-02-08,35
2017-02-09,36
2017-02-10,40
2017-02-11,2
2017-02-12,2
2017-02-13,43
2017-02-14,75
2017-02-15,48
2017-02-16,38
2017-02-17,43
2017-02-18,2
2017-02-19,1
2017-02-20,23
2017-02-21,71
2017-02-22,29
2017-02-23,37
2017-02-24,46
2017-02-26,3
2017-02-27,33
2017-02-28,41
2017-03-01,19
2017-03-02,26
2017-03-03,24
2017-03-04,1
2017-03-05,1
2017-03-06,25
2017-03-07,44
2017-03-08,43
2017-03-09,26
2017-03-10,63
2017-03-11,1
2017-03-12,1
2017-03-13,19
2017-03-14,36
2017-03-15,69
2017-03-16,32
2017-03-17,56
2017-03-18,4
2017-03-20,35
2017-03-21,42
2017-03-22,22
2017-03-23,24
2017-03-24,35
2017-03-25,2
2017-03-27,25
2017-03-28,86
2017-03-29,26
2017-03-30,33
2017-03-31,50
2017-04-01,2
2017-04-02,3
2017-04-03,53
2017-04-04,46
2017-04-05,34
2017-04-06,31
2017-04-07,33
2017-04-08,3
2017-04-09,5
2017-04-10,22
2017-04-11,61
2017-04-12,41
2017-04-13,44
2017-04-14,29
2017-04-16,1
2017-04-17,27
2017-04-18,68
2017-04-19,51
2017-04-20,31
2017-04-21,39
2017-04-22,1
2017-04-23,3
2017-04-24,47
2017-04-25,32
2017-04-26,56
2017-04-27,36
2017-04-28,44
2017-04-29,3
2017-04-30,3
2017-05-01,35
2017-05-02,28
2017-05-03,32
2017-05-04,54
2017-05-05,38
2017-05-06,1
2017-05-07,1
2017-05-08,24
2017-05-09,24
2017-05-10,54
2017-05-11,30
2017-05-12,42
2017-05-14,2
2017-05-15,42
2017-05-16,29
2017-05-17,27
2017-05-18,42
2017-05-19,31
2017-05-21,6
2017-05-22,26
2017-05-23,33
2017-05-24,25
2017-05-25,34
2017-05-26,55
2017-05-27,3
2017-05-28,1
2017-05-29,24
2017-05-30,45
2017-05-31,44
2017-06-01,37
2017-06-02,35
2017-06-03,3
2017-06-04,1
2017-06-05,23
2017-06-06,34
2017-06-07,22
2017-06-08,43
2017-06-09,33
2017-06-12,28
2017-06-13,38
2017-06-14,23
2017-06-15,52
2017-06-16,37
2017-06-19,27
2017-06-20,73
2017-06-21,32
2017-06-22,47
2017-06-23,24
2017-06-24,2
2017-06-25,2
2017-06-26,11
2017-06-27,30
2017-06-28,25
2017-06-29,26
2017-06-30,30
2017-07-01,1
2017-07-02,1
2017-07-03,15
2017-07-04,23
2017-07-05,18
2017-07-06,37
2017-07-07,55
2017-07-08,5
2017-07-09,1
2017-07-10,39
2017-07-11,28
2017-07-12,34
2017-07-13,46
2017-07-14,53
2017-07-15,6
2017-07-16,10
2017-07-17,29
2017-07-18,31
2017-07-19,28
2017-07-20,49
2017-07-21,48
2017-07-22,7
2017-07-23,5
2017-07-24,14
2017-07-25,84
2017-07-26,36
2017-07-27,53
2017-07-28,38
2017-07-29,3
2017-07-30,7
2017-07-31,41
2017-08-01,45
2017-08-02,103
2017-08-03,57
2017-08-04,40
2017-08-05,4
2017-08-06,5
2017-08-07,51
2017-08-08,53
2017-08-09,38
2017-08-10,39
2017-08-11,37
2017-08-12,4
2017-08-13,1
2017-08-14,21
2017-08-15,62
2017-08-16,39
2017-08-17,45
2017-08-18,21
2017-08-19,6
2017-08-20,1
2017-08-21,29
2017-08-22,65
2017-08-23,41
2017-08-24,46
2017-08-25,49
2017-08-26,7
2017-08-27,4
2017-08-28,30
2017-08-29,69
2017-08-30,37
2017-08-31,102
2017-09-01,56
2017-09-02,6
2017-09-03,8
2017-09-04,23
2017-09-05,38
2017-09-06,48
2017-09-07,47
2017-09-08,42
2017-09-09,3
2017-09-10,3
2017-09-11,31
2017-09-12,59
2017-09-13,34
2017-09-14,66
2017-09-15,65
2017-09-16,4
2017-09-17,6
2017-09-18,25
2017-09-19,54
2017-09-20,41
2017-09-21,54
2017-09-22,56
2017-09-23,3
2017-09-24,6
2017-09-25,44
2017-09-26,87
2017-09-27,46
2017-09-28,51
2017-09-29,61
2017-09-30,6
2017-10-01,3
2017-10-02,26
2017-10-03,43
2017-10-04,33
2017-10-05,55
2017-10-06,45
2017-10-07,7
2017-10-08,1
2017-10-09,29
2017-10-10,46
2017-10-11,43
2017-10-12,51
2017-10-13,57
2017-10-14,5
2017-10-15,5
2017-10-16,56
2017-10-17,80
2017-10-18,45
2017-10-19,62
2017-10-20,83
2017-10-21,5
2017-10-22,7
2017-10-23,31
2017-10-24,61
2017-10-25,54
2017-10-26,59
2017-10-27,41
2017-10-28,3
2017-10-29,4
2017-10-30,50
2017-10-31,73
2017-11-01,49
2017-11-02,64
2017-11-03,29
2017-11-04,4
2017-11-05,2
2017-11-06,25
2017-11-07,57
2017-11-08,50
2017-11-09,47
2017-11-10,57
2017-11-11,4
2017-11-12,6
2017-11-13,31
2017-11-14,74
2017-11-15,39
2017-11-16,41
2017-11-17,69
2017-11-18,7
2017-11-19,6
2017-11-20,56
2017-11-21,55
2017-11-22,62
2017-11-23,28
2017-11-24,29
2017-11-25,7
2017-11-26,2
2017-11-27,24
2017-11-28,40
2017-11-29,52
2017-11-30,62
2017-12-01,86
2017-12-02,9
2017-12-03,4
2017-12-04,34
2017-12-05,79
2017-12-06,57
2017-12-07,52
2017-12-08,53
2017-12-10,1
2017-12-11,39
2017-12-12,50
2017-12-13,44
2017-12-14,55
2017-12-15,70
2017-12-16,3
2017-12-17,5
2017-12-18,55
2017-12-19,75
2017-12-20,52
2017-12-21,67
2017-12-22,38
2017-12-23,8
2017-12-24,5
2017-12-25,15
2017-12-26,19
2017-12-27,26
2017-12-28,18
2017-12-29,31
2017-12-30,2
2017-12-31,9
2018-01-01,12
2018-01-02,13
2018-01-03,25
2018-01-04,22
2018-01-05,44
2018-01-06,5
2018-01-08,31
2018-01-09,36
2018-01-10,29
2018-01-11,36
2018-01-12,24
2018-01-13,3
2018-01-14,6
2018-01-15,27
2018-01-16,42
2018-01-17,28
2018-01-18,53
2018-01-19,44
2018-01-21,3
2018-01-22,31
2018-01-23,41
2018-01-24,35
2018-01-25,51
2018-01-26,43
2018-01-27,3
2018-01-28,6
2018-01-29,30
2018-01-30,36
2018-01-31,44
2018-02-01,56
2018-02-02,37
2018-02-03,4
2018-02-04,4
2018-02-05,33
2018-02-06,53
2018-02-07,37
2018-02-08,87
2018-02-09,45
2018-02-10,3
2018-02-11,3
2018-02-12,41
2018-02-13,69
2018-02-14,69
2018-02-15,47
2018-02-16,22
2018-02-17,7
2018-02-18,3
2018-02-19,34
2018-02-20,58
2018-02-21,38
2018-02-22,59
2018-02-23,40
2018-02-24,3
2018-02-25,3
2018-02-26,29
2018-02-27,51
2018-02-28,62
2018-03-01,45
2018-03-02,50
2018-03-03,4
2018-03-04,6
2018-03-05,36
2018-03-06,38
2018-03-07,91
2018-03-08,71
2018-03-09,52
2018-03-10,5
2018-03-11,8
2018-03-12,52
2018-03-13,63
2018-03-14,50
2018-03-15,61
2018-03-16,33
2018-03-17,9
2018-03-18,7
2018-03-19,24
2018-03-20,73
2018-03-21,37
2018-03-22,41
2018-03-23,41
2018-03-24,4
2018-03-25,4
2018-03-26,63
2018-03-27,54
2018-03-28,46
2018-03-29,62
2018-03-30,51
2018-03-31,2
2018-04-01,6
2018-04-02,46
2018-04-03,61
2018-04-04,35
2018-04-05,39
2018-04-06,60
2018-04-07,4
2018-04-08,3
2018-04-09,42
2018-04-10,66
2018-04-11,50
2018-04-12,52
2018-04-13,51
2018-04-14,4
2018-04-15,7
2018-04-16,57
2018-04-17,51
2018-04-18,47
2018-04-19,55
2018-04-20,59
2018-04-21,9
2018-04-22,1
2018-04-23,45
2018-04-24,65
2018-04-25,50
2018-04-26,58
2018-04-27,59
2018-04-28,2
2018-04-29,8
2018-04-30,61
2018-05-01,43
2018-05-02,40
2018-05-03,60
2018-05-04,46
2018-05-05,5
2018-05-06,2
2018-05-07,32
2018-05-08,56
2018-05-09,56
2018-05-10,46
2018-05-11,40
2018-05-13,6
2018-05-14,41
2018-05-15,59
2018-05-16,53
2018-05-17,81
2018-05-18,62
2018-05-19,10
2018-05-20,3
2018-05-21,26
2018-05-22,46
2018-05-23,49
2018-05-24,56
2018-05-25,34
2018-05-26,4
2018-05-27,4
2018-05-28,33
2018-05-29,73
2018-05-30,38
2018-05-31,69
2018-06-01,53
2018-06-02,12
2018-06-03,7
2018-06-04,43
2018-06-05,86
2018-06-06,55
2018-06-07,43
2018-06-08,40
2018-06-09,4
2018-06-10,5
2018-06-11,23
2018-06-12,51
2018-06-13,40
2018-06-14,51
2018-06-15,59
2018-06-16,6
2018-06-17,5
2018-06-18,38
2018-06-19,67
2018-06-20,44
2018-06-21,61
2018-06-22,44
2018-06-23,8
2018-06-24,3
2018-06-25,25
2018-06-26,34
2018-06-27,33
2018-06-28,51
2018-06-29,36
2018-06-30,7
2018-07-01,7
2018-07-02,39
2018-07-03,43
2018-07-04,29
2018-07-05,48
2018-07-06,47
2018-07-07,6
2018-07-08,2
2018-07-09,40
2018-07-10,46
2018-07-11,39
2018-07-12,41
2018-07-13,86
2018-07-14,6
2018-07-15,1
2018-07-16,51
2018-07-17,52
2018-07-18,39
2018-07-19,61
2018-07-20,43
2018-07-21,9
2018-07-22,3
2018-07-23,38
2018-07-24,44
2018-07-25,46
2018-07-26,61
2018-07-27,44
2018-07-28,7
2018-07-29,5
2018-07-30,54
2018-07-31,58
2018-08-01,51
2018-08-02,44
2018-08-03,69
2018-08-04,5
2018-08-05,3
2018-08-06,31
2018-08-07,48
2018-08-08,48
2018-08-09,68
2018-08-10,42
2018-08-11,9
2018-08-12,3
2018-08-13,34
2018-08-14,47
2018-08-15,39
2018-08-16,62
2018-08-17,67
2018-08-18,7
2018-08-19,3
2018-08-20,49
2018-08-21,45
2018-08-22,29
2018-08-23,57
2018-08-24,32
2018-08-25,5
2018-08-26,2
2018-08-27,27
2018-08-28,39
2018-08-29,47
2018-08-30,68
2018-08-31,56
2018-09-01,14
2018-09-02,5
2018-09-03,36
2018-09-04,33
2018-09-05,42
2018-09-06,53
2018-09-07,33
2018-09-08,8
2018-09-09,7
2018-09-10,30
2018-09-11,37
2018-09-12,40
2018-09-13,75
2018-09-14,92
2018-09-15,6
2018-09-16,4
2018-09-17,35
2018-09-18,59
2018-09-19,45
2018-09-20,60
2018-09-21,47
2018-09-22,15
2018-09-23,3
2018-09-24,34
2018-09-25,54
2018-09-26,48
2018-09-27,65
2018-09-28,57
2018-09-29,5
2018-09-30,10
2018-10-01,48
2018-10-02,54
2018-10-03,46
2018-10-04,63
2018-10-05,56
2018-10-06,4
2018-10-07,7
2018-10-08,28
2018-10-09,68
2018-10-10,42
2018-10-11,54
2018-10-12,31
2018-10-13,2
2018-10-14,9
2018-10-15,50
2018-10-16,69
2018-10-17,48
2018-10-18,66
2018-10-19,37
2018-10-20,7
2018-10-21,7
2018-10-22,65
2018-10-23,56
2018-10-24,45
2018-10-25,88
2018-10-26,56
2018-10-27,5
2018-10-29,47
2018-10-30,61
2018-10-31,56
2018-11-01,180
2018-11-02,45
2018-11-03,7
2018-11-04,8
2018-11-05,40
2018-11-06,62
2018-11-07,50
2018-11-08,74
2018-11-09,66
2018-11-10,3
2018-11-11,6
2018-11-12,44
2018-11-13,49
2018-11-14,57
2018-11-15,165
2018-11-16,61
2018-11-17,9
2018-11-18,5
2018-11-19,27
2018-11-20,58
2018-11-21,49
2018-11-22,33
2018-11-23,33
2018-11-24,7
2018-11-25,2
2018-11-26,50
2018-11-27,41
2018-11-28,43
2018-11-29,90
2018-11-30,58
2018-12-01,6
2018-12-02,6
2018-12-03,39
2018-12-04,68
2018-12-05,32
2018-12-06,45
2018-12-07,49
2018-12-08,5
2018-12-09,5
2018-12-10,45
2018-12-11,51
2018-12-12,60
2018-12-13,57
2018-12-14,75
2018-12-15,9
2018-12-16,6
2018-12-17,63
2018-12-18,59
2018-12-19,61
2018-12-20,67
2018-12-21,63
2018-12-22,7
2018-12-23,5
2018-12-24,47
2018-12-25,13
2018-12-26,24
2018-12-27,29
2018-12-28,38
2018-12-29,4
2018-12-30,4
2018-12-31,20
2019-01-01,21
2019-01-02,11
2019-01-03,39
2019-01-04,43
2019-01-05,11
2019-01-06,11
2019-01-07,106
2019-01-08,43
2019-01-09,35
2019-01-10,36
2019-01-11,24
2019-01-12,5
2019-01-13,4
2019-01-14,21
2019-01-15,40
2019-01-16,18
2019-01-17,53
2019-01-18,39
2019-01-19,6
2019-01-20,6
2019-01-21,39
2019-01-22,62
2019-01-23,38
2019-01-24,57
2019-01-25,43
2019-01-26,7
2019-01-27,4
2019-01-28,36
2019-01-29,51
2019-01-30,46
2019-01-31,85
2019-02-01,58
2019-02-02,9
2019-02-03,6
2019-02-04,37
2019-02-05,48
2019-02-06,35
2019-02-07,41
2019-02-08,37
2019-02-09,7
2019-02-10,3
2019-02-11,36
2019-02-12,41
2019-02-13,37
2019-02-14,57
2019-02-15,43
2019-02-16,9
2019-02-17,5
2019-02-18,38
2019-02-19,54
2019-02-20,32
2019-02-21,52
2019-02-22,58
2019-02-23,5
2019-02-24,6
2019-02-25,22
2019-02-26,56
2019-02-27,52
2019-02-28,72
2019-03-01,52
2019-03-02,3
2019-03-03,2
2019-03-04,32
2019-03-05,41
2019-03-06,33
2019-03-07,62
2019-03-08,42
2019-03-09,9
2019-03-10,4
2019-03-11,40
2019-03-12,156
2019-03-13,35
2019-03-14,66
2019-03-15,66
2019-03-16,5
2019-03-17,5
2019-03-18,39
2019-03-19,58
2019-03-20,31
2019-03-21,45
2019-03-22,40
2019-03-23,5
2019-03-24,4
2019-03-25,48
2019-03-26,46
2019-03-27,28
2019-03-28,57
2019-03-29,57
2019-03-30,5
2019-03-31,6
2019-04-01,44
2019-04-02,46
2019-04-03,41
2019-04-04,79
2019-04-05,51
2019-04-06,11
2019-04-07,3
2019-04-08,36
2019-04-09,39
2019-04-10,33
2019-04-11,47
2019-04-12,31
2019-04-13,5
2019-04-14,9
2019-04-15,45
2019-04-16,54
2019-04-17,36
2019-04-18,74
2019-04-19,66
2019-04-20,8
2019-04-21,2
2019-04-22,36
2019-04-23,41
2019-04-24,44
2019-04-25,69
2019-04-26,53
2019-04-27,1
2019-04-28,4
2019-04-29,42
2019-04-30,64
2019-05-01,34
2019-05-02,30
2019-05-03,31
2019-05-04,7
2019-05-05,5
2019-05-06,42
2019-05-07,52
2019-05-08,30
2019-05-09,42
2019-05-10,50
2019-05-11,4
2019-05-12,3
2019-05-13,40
2019-05-14,39
2019-05-15,47
2019-05-16,78
2019-05-17,61
2019-05-18,6
2019-05-19,11
2019-05-20,45
2019-05-21,51
2019-05-22,42
2019-05-23,59
2019-05-24,52
2019-05-25,3
2019-05-26,3
2019-05-27,33
2019-05-28,76
2019-05-29,38
2019-05-30,60
2019-05-31,59
2019-06-01,5
2019-06-02,7
2019-06-03,30
2019-06-04,59
2019-06-05,38
2019-06-06,58
2019-06-07,44
2019-06-08,7
2019-06-09,5
2019-06-10,34
2019-06-11,57
2019-06-12,21
2019-06-13,40
2019-06-14,47
2019-06-15,6
2019-06-16,7
2019-06-17,112
2019-06-18,52
2019-06-19,50
2019-06-20,64
2019-06-21,37
2019-06-22,10
2019-06-23,2
2019-06-24,59
2019-06-25,61
2019-06-26,25
2019-06-27,41
2019-06-28,49
2019-06-29,8
2019-06-30,7
2019-07-01,25
2019-07-02,32
2019-07-03,32
2019-07-04,25
2019-07-05,19
2019-07-06,6
2019-07-07,2
2019-07-08,7
2019-07-09,53
2019-07-10,37
2019-07-11,63
2019-07-12,45
2019-07-13,10
2019-07-14,9
2019-07-15,29
2019-07-16,46
2019-07-17,34
2019-07-18,49
2019-07-19,54
2019-07-20,5
2019-07-21,2
2019-07-22,50
2019-07-23,52
2019-07-24,32
